id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18393949,Ca'Sole Morosini Palace,76812796,Pier,Isole,San Marco,45.4341,12.32941,Entire home/apt,144,1,175,2019-04-22,7.12,2,289
18398473,San Marco Via XXII Marzo - Aria Condizionata/Wifi,127465887,Andrea,Isole,San Marco,45.43343,12.33464,Entire home/apt,170,3,68,2019-04-26,2.86,1,296
18400650,"Confort, Venice-Mestre, Italy",127481838,Jaman,Terraferma,Piave 1860,45.4823,12.23677,Private room,64,1,46,2019-04-16,1.90,5,174
18402937,"Confort-2,Venice-Mestre,Italy",127481838,Jaman,Terraferma,Piave 1860,45.48279,12.23627,Private room,64,1,48,2019-04-14,1.98,5,172
18403345,Residence La Fontaine 5 Lido di Venezia,127339471,Andrea,Isole,Lido,45.40962,12.36669,Entire home/apt,300,4,4,2018-07-16,0.18,29,259
18403604,"Confort-3, Venice-Mestre,Italy",127481838,Jaman,Terraferma,Piave 1860,45.48313,12.23811,Private room,139,1,3,2017-09-27,0.12,5,178
18403998,Residence La Fontaine 7 Lido di Venezia,127339471,Andrea,Isole,Lido,45.40821,12.36477,Entire home/apt,300,4,8,2018-05-12,0.33,29,282
18404123,Residence La Fontaine 8 Lido di Venezia,127339471,Andrea,Isole,Lido,45.40757,12.36604,Entire home/apt,300,4,3,2017-10-28,0.14,29,273
18404739,Residence La Fontaine 14 Lido di Venezia,127339471,Andrea,Isole,Lido,45.409,12.36451,Entire home/apt,250,4,9,2018-09-09,0.38,29,284
18405467,JERRY'S APARTMENT,14357135,Rent It Venice,Terraferma,Marghera,45.47743,12.22278,Entire home/apt,35,1,5,2017-08-14,0.20,93,193
18406571,LA ROTONDA: a soft atmosphere visiting Venice,127529061,Maria,Terraferma,Marghera,45.47638,12.21951,Entire home/apt,57,1,65,2019-05-03,2.68,1,63
18417829,Residence La Fontaine 9 Lido di Venezia,127339471,Andrea,Isole,Lido,45.40961,12.36646,Entire home/apt,220,4,5,2017-10-16,0.21,29,271
18418921,cheap small  room  in biennale-arsenale of venice,35144066,Xie,Isole,Castello,45.4332,12.34979,Private room,52,1,107,2019-04-24,4.34,5,297
18419086,Laguna Terrazza,120540103,Patricia,Isole,Giudecca,45.42674,12.33993,Entire home/apt,371,3,3,2018-05-28,0.16,2,342
18420768,Judeca Nova Terrazza,120540103,Patricia,Isole,Giudecca,45.42544,12.33574,Entire home/apt,371,3,0,,,2,302
18442701,Comfy flat in the centre of Venice - WI-FI,21032404,Susanna,Isole,Castello,45.43212,12.35205,Entire home/apt,120,2,37,2018-09-17,1.50,1,0
18443529,Laguna Dream Apartment,4097735,Roberto,Isole,Sant'Elena,45.4276,12.35933,Entire home/apt,110,3,45,2019-04-29,1.88,3,48
18451147,"Confort-4, Venice-Mestre, Italy",127481838,Jaman,Terraferma,Piave 1860,45.48291,12.23659,Private room,54,1,129,2019-04-27,5.27,5,170
18454685,Rialto Suite 1602,127946632,Massimo,Isole,San Polo,45.43895,12.33279,Entire home/apt,135,2,125,2019-05-01,5.17,1,91
18456546,Campiello-in the heart of Venice,39921225,Stefania,Isole,Castello,45.43283,12.34954,Entire home/apt,80,2,2,2018-05-26,0.17,4,259
18459191,Bright home with typical Canal view,127991567,Francesca,Isole,Dorsoduro,45.43173,12.32266,Entire home/apt,95,3,37,2019-04-13,1.52,2,158
18462829,Little spot in heart of Venice,49180039,Mimi,Isole,San Marco,45.43227,12.33399,Private room,85,1,61,2019-03-24,2.49,4,0
18467575,Venice inn,66003207,Valentina,Isole,Cannaregio,45.44428,12.33062,Private room,124,1,1,2017-06-24,0.04,2,153
18468430,Ducale apartment top view,39921225,Stefania,Isole,Castello,45.43436,12.34799,Entire home/apt,81,2,3,2018-10-07,0.13,4,348
18468435,"Confort-5, Venice-Mestre, Italy",127481838,Jaman,Terraferma,Piave 1860,45.48412,12.23666,Private room,74,1,12,2019-04-07,0.49,5,171
18469368,Ca de la Vida,46904188,Mirco Optyflat,Isole,Castello,45.43478,12.34878,Entire home/apt,100,2,3,2017-10-22,0.12,41,215
18469923,Formosa Charming House,46904188,Mirco Optyflat,Isole,Castello,45.43881,12.34268,Entire home/apt,150,2,2,2017-07-13,0.08,41,336
18471005,Luminous Apartment with 2 canals view - Casa D'Oro,114664320,Francesco,Isole,Cannaregio,45.44116,12.33605,Entire home/apt,135,3,35,2019-05-03,1.71,3,277
18473755,Nuovissimo appartamento Venezia Strada Nuova,88168743,Mario,Isole,Cannaregio,45.4424,12.33165,Entire home/apt,99,2,69,2019-05-05,2.87,2,187
18478016,Gesuiti 2- cozy and central apartment,5395291,Beatrice,Isole,Cannaregio,45.4423,12.33912,Entire home/apt,120,2,82,2019-04-26,3.37,22,301
18480010,"LIGHT, FANTASY & TV 4K 70"", 2 min. to the beach",8669903,Caterina,Isole,Lido,45.41917,12.37787,Entire home/apt,80,3,27,2019-05-10,1.38,7,267
18480324,WONDERFUL TERRACE IN OLD TYPICAL BUILDING,3880254,Sabina,Isole,Cannaregio,45.44684,12.32864,Entire home/apt,110,3,50,2019-04-27,2.08,10,237
18481235,Mestre Bella A Double Room 2,42052932,Bella,Terraferma,Piave 1860,45.48276,12.23107,Private room,45,1,200,2019-05-07,8.17,5,112
18485314,10分钟到主岛,18977065,Fushun,Terraferma,Piave 1860,45.48672,12.23796,Private room,39,1,11,2019-02-24,0.45,7,364
18485544,6 NOTTI AL LIDO,128246448,Renato,Isole,Lido,45.40153,12.36317,Entire home/apt,75,6,3,2018-05-20,0.13,1,99
18492950,"Ca' Dolci first floor, modern and classy.",12113015,Mario,Isole,Giudecca,45.42739,12.32155,Entire home/apt,130,3,21,2019-04-20,0.89,25,330
18494196,Casa Nova,121065773,Umberto And Martha,Isole,San Marco,45.43466,12.32855,Entire home/apt,90,2,62,2019-05-06,2.56,2,50
18495488,"Double house with veranda, 2 min. from the beach",8669903,Caterina,Isole,Lido,45.42078,12.37759,Entire home/apt,150,3,5,2018-11-11,0.25,7,229
18497574,Brand new apartment in the heart of Venice,128256890,Justine,Isole,Castello,45.43692,12.3392,Entire home/apt,150,1,89,2019-04-26,3.65,1,277
18498257,big double room in luminous apt with artists,36182991,Rob,Isole,Dorsoduro,45.43514,12.3247,Private room,90,2,48,2019-05-05,2.01,1,20
18505583,SINGLE ROOM in the historic center near Biennale,108151959,Renato,Isole,Castello,45.43543,12.35075,Private room,40,2,53,2019-05-04,4.47,2,248
18505742,Double Room with private bathroom in Cannaregio,128431140,Albina,Isole,Cannaregio,45.447,12.32089,Private room,80,2,118,2019-04-26,4.86,2,108
18512662,"BRAND-NEW, QUIET AND COZY IN SAN MARCO",128498314,Matteo,Isole,San Marco,45.43382,12.33092,Entire home/apt,230,3,56,2019-04-25,2.33,1,300
18516293,S.Marco Luxury & Charme Apartment with terrace,122989504,Marta,Isole,San Marco,45.43153,12.33119,Entire home/apt,200,2,17,2019-04-17,0.71,4,119
18517212,Cà Salvarosa - few steps from Saint Mark square,36189226,Piero,Isole,Castello,45.43835,12.34215,Entire home/apt,130,3,50,2019-05-04,2.09,1,315
18517244,Apt. Cappuccina,21179769,Piero,Terraferma,Piave 1860,45.48775,12.23863,Entire home/apt,60,1,80,2019-04-26,3.36,2,250
18517817,The home of the ship builder,28572253,Giacomo,Isole,Castello,45.43685,12.34935,Entire home/apt,126,2,77,2019-05-01,3.24,1,271
18518254,Due Leoni Venice Luxury Apartment,669047,Viewsonvenice,Isole,San Marco,45.43407,12.33972,Entire home/apt,1150,3,3,2018-09-04,0.22,68,274
18518740,Cosy little double room with a private balcony,49180039,Mimi,Isole,San Marco,45.43234,12.33273,Private room,89,1,73,2019-04-24,3.02,4,157
18522054,Romantic Loft Ca' Sestrier,112281311,Beatrice,Isole,Castello,45.43527,12.34711,Entire home/apt,100,2,70,2019-05-07,2.97,1,341
18523519,BEAUTIFUL PRIVATE BEDROOM WITH CANOPY BED,125690357,Muriel,Isole,Murano,45.45517,12.34939,Private room,62,1,149,2019-04-18,6.07,1,104
18530203,Double Room in Beautiful Cannaregio Area,128431140,Albina,Isole,Cannaregio,45.44653,12.32155,Private room,80,3,106,2019-04-21,4.39,2,146
18531060,Venetian Mood: HEAVEN ELEVEN,3549494,Manuela,Terraferma,Altobello,45.48953,12.24571,Entire home/apt,79,1,16,2019-04-26,0.68,10,344
18531722,Venice Station Apartment,1469748,Minos,Terraferma,Piave 1860,45.48566,12.23578,Entire home/apt,55,2,116,2019-05-08,4.76,2,111
18532945,POLIGNAC 3,15337957,Marie,Isole,Dorsoduro,45.43021,12.32813,Entire home/apt,395,3,0,,,11,222
18534145,Apartment Puccini - Venice Historical Centre,2634978,City Apartments,Isole,Cannaregio,45.44721,12.32438,Entire home/apt,230,3,14,2019-04-28,0.63,109,259
18539735,S.Marco Luxury & Charme Apartment,122989504,Marta,Isole,San Marco,45.43261,12.33235,Entire home/apt,150,2,18,2019-03-31,0.75,4,137
18541526,Casa Mary a window on Venice,128703602,Marina,Isole,Cannaregio,45.44115,12.34102,Entire home/apt,95,3,42,2019-04-28,1.88,1,313
18541756,Gheto Novo,128705533,Agnieszka,Isole,Cannaregio,45.44439,12.32677,Entire home/apt,100,3,81,2019-04-30,3.34,1,319
18543094,Venice share rooms,128715197,Atik,Isole,Cannaregio,45.44556,12.33273,Shared room,25,1,128,2019-04-21,5.31,5,181
18543223,Private Rooms in Venice,128715197,Atik,Isole,Cannaregio,45.44593,12.33131,Private room,60,1,37,2019-04-12,1.51,5,165
18546337,Energy flat,128742945,Carlotta,Terraferma,Bissuola,45.501,12.25973,Entire home/apt,60,2,45,2018-10-08,1.90,1,7
18556687,"Romantico ed accogliente, nel cuore di Venezia",127797229,Stefano,Isole,Cannaregio,45.44579,12.32957,Entire home/apt,120,2,37,2019-04-27,1.53,1,340
18557154,stanza vicino biennale,7362058,Ginevra,Isole,Castello,45.43126,12.35521,Private room,61,2,112,2019-02-26,4.64,2,134
18557464,stanza matrimoniale vicino biennale,7362058,Ginevra,Isole,Castello,45.43316,12.35514,Private room,100,2,25,2019-01-01,1.04,2,130
18560879,Little Venetian House,9590762,Camillo,Isole,San Polo,45.43828,12.33178,Entire home/apt,100,2,3,2018-09-27,0.13,1,86
18562905,San Luca Terrace,128863325,Carla - Interhome,Isole,San Marco,45.43532,12.3349,Entire home/apt,117,1,12,2018-10-02,0.81,20,245
18562906,Fondamenta Sant' Eufemia,128863325,Carla - Interhome,Isole,Giudecca,45.42648,12.32436,Entire home/apt,86,1,2,2018-06-18,0.17,20,327
18562907,Corte Gragolina,128863325,Carla - Interhome,Isole,San Marco,45.43654,12.33702,Entire home/apt,83,1,1,2018-05-10,0.08,20,132
18562909,Cà della Giudecca,128863325,Carla - Interhome,Isole,Giudecca,45.42399,12.32285,Entire home/apt,83,1,8,2019-05-09,0.66,20,294
18562910,Judeca Nova,128863325,Carla - Interhome,Isole,Giudecca,45.42459,12.32872,Entire home/apt,90,1,1,2019-04-26,1,20,111
18562911,2-room apartment 60 m² Iris,128863325,Carla - Interhome,Isole,Giudecca,45.42471,12.32823,Entire home/apt,73,1,0,,,20,101
18573986,"CASA Cappuccina  (2 Bedrooms, Free Parking)",45835394,Gina,Terraferma,Piave 1860,45.48306,12.23661,Entire home/apt,50,2,32,2019-04-25,1.36,2,18
18580093,CANAL DREAM HOUSE,10988715,Andrea,Isole,Cannaregio,45.44221,12.34202,Entire home/apt,119,2,76,2019-05-05,3.14,11,156
18583703,a nice apartment,129029096,Dario,Terraferma,Santa Barbara,45.48585,12.20776,Entire home/apt,30,1,111,2019-04-27,4.97,1,57
18590870,Venice Time 90,129092793,Venice,Terraferma,Piave 1860,45.48512,12.2396,Private room,45,1,24,2019-04-21,1.02,5,360
18592543,SAN MARCO MOONLIGHT ATTIC,129104179,Massimo,Isole,San Marco,45.43255,12.32856,Entire home/apt,120,4,16,2019-04-21,0.68,1,238
18592791,Best Find in Venice,129109527,Chris & Gio,Isole,Santa Croce,45.43996,12.3314,Entire home/apt,265,3,67,2019-05-06,2.84,1,210
18593084,Ve.N.I.Ce Cera Casa Santo Stefano,37864680,Ve.N.I.Ce Immobiliare Cera,Isole,San Marco,45.4333,12.32931,Entire home/apt,150,1,46,2019-04-24,1.92,22,180
18599125,Saint Mark's view,25006206,Alberto&Giovanna,Isole,Castello,45.43549,12.34062,Entire home/apt,130,3,87,2019-04-18,3.59,1,286
18607433,Historic residence located in the heart of Venice,69412780,Francesco,Isole,San Marco,45.43381,12.33148,Private room,38,1,52,2019-05-05,2.14,1,0
18613176,Bellissimo appartamento con cortile privato,43777105,Gian  Ruggero,Isole,Cannaregio,45.44289,12.32994,Entire home/apt,95,3,54,2019-05-05,2.25,3,316
18619715,Private Room,51482616,Shuiyu,Terraferma,Villaggio San Marco,45.4848,12.25666,Private room,183,1,138,2019-05-09,5.69,3,323
18622861,Apartment in the heart of Venice.,129372365,Fabio,Isole,San Marco,45.43474,12.33933,Entire home/apt,100,5,29,2019-05-05,1.28,1,120
18622990,RELAX LIDO DI VENEZIA WI-FI,50715777,Silvia,Isole,Lido,45.42077,12.37789,Entire home/apt,185,2,17,2019-03-01,0.70,1,4
18623271,CA' VERNIER Apartment close to Rialto Bridge,129375052,Alessandro,Isole,San Polo,45.43943,12.33316,Entire home/apt,129,3,83,2019-05-10,3.45,1,321
18628831,VENICE ROMANTIC V WITH FREE PARKING,57257277,Alex,Terraferma,Altobello,45.48639,12.24888,Entire home/apt,70,2,45,2019-04-26,1.88,5,39
18632463,VENICE TIME,129092793,Venice,Terraferma,Piave 1860,45.4846,12.24165,Private room,41,1,26,2019-05-08,1.10,5,336
18634568,Art & Sea  private room with toilette☆ ☆ ☆ ☆,129463859,Chiara,Isole,Lido,45.41393,12.3695,Private room,38,1,48,2019-04-27,2.11,1,333
18643951,Central Brand New Suite,41545306,Filippo,Isole,Santa Croce,45.43975,12.32959,Entire home/apt,305,2,19,2018-10-06,0.80,2,321
18646178,Venetian Gondolas float by your 4 small terraces,10678571,Stefano & Nika,Isole,San Polo,45.4375,12.32871,Entire home/apt,175,1,129,2019-04-25,6.27,1,25
18647090,Loft with 'altana' on the rooftops of Venice,127991567,Francesca,Isole,Dorsoduro,45.43207,12.32128,Entire home/apt,95,3,52,2019-04-29,2.25,2,159
18648853,"DELUXE, TOP CENTRAL, 2 STEPS FROM SAN MARCO!",3880254,Sabina,Isole,Castello,45.43619,12.34042,Entire home/apt,125,2,16,2019-04-26,0.68,10,307
18652618,Lovely double room in Mestre (Venice),129611975,Giulia,Terraferma,Bissuola,45.49412,12.25272,Private room,50,1,216,2019-04-27,8.90,2,350
18653822,"Sweet Drasi, due persone, Arsenale/Biennale",129622611,Ettore,Isole,Castello,45.43715,12.34944,Entire home/apt,50,2,43,2019-04-11,1.85,1,237
18659070,Casa Albrizzi. 12ve century palace close to Rialto,6019189,Federico,Isole,San Polo,45.43908,12.33383,Entire home/apt,70,3,13,2018-12-29,0.55,21,316
18659359,"Santa Caterina - ""Capasanta"" Room",84543765,Maurizio&Francesca,Isole,Cannaregio,45.44326,12.3363,Private room,120,2,119,2019-04-29,5.00,11,297
18661992,Tranquillo appartamento a Rialto,129691159,Francesca,Isole,San Polo,45.43686,12.33211,Entire home/apt,106,2,52,2019-04-26,2.50,1,72
18664208,Top-floor-flat with great view on  Giudecca,1542249,Marco,Isole,Dorsoduro,45.43116,12.31928,Entire home/apt,100,2,35,2019-04-29,1.81,1,316
18680343,B&B Le Maschere di Venezia,129837736,Milon,Terraferma,San Lorenzo XXV Aprile,45.49203,12.23593,Private room,79,1,1,2019-04-10,0.94,1,217
18685036,Double room - Venice Time 90,129092793,Venice,Terraferma,Piave 1860,45.48531,12.24222,Private room,40,1,24,2019-05-06,1.02,5,360
18693740,Double room with single/queen bed,129092793,Venice,Terraferma,Piave 1860,45.4868,12.24173,Private room,44,1,51,2019-05-10,2.17,5,358
18698908,AL CAMPANILE - 3 bedded flat with terrace,10189388,Raffaella,Isole,Cannaregio,45.44088,12.3376,Entire home/apt,131,3,6,2019-04-05,0.30,60,252
18712717,Delizioso appartamentino,7481836,Giulia,Isole,San Marco,45.43325,12.32909,Entire home/apt,89,3,47,2019-04-23,2.00,1,76
18713175,Venetian House view Grand Canal,113022863,Rachele,Isole,San Polo,45.43907,12.33239,Entire home/apt,200,1,32,2019-04-25,1.34,1,363
18713245,Ca' Momo  apartment,99514760,Mohamed,Isole,Cannaregio,45.44686,12.32377,Entire home/apt,100,1,8,2019-01-04,0.34,4,307
18713756,Casa dei MIracoli-apt with balcony close to Rialto,6019189,Federico,Isole,Cannaregio,45.44122,12.3397,Entire home/apt,90,3,7,2018-11-22,0.30,21,324
18730326,BALDO HOUSE,8918768,Iris,Terraferma,San Lorenzo XXV Aprile,45.49307,12.22973,Entire home/apt,100,3,40,2019-04-28,1.68,1,84
18730580,La Felice Canal Grande,4684434,Gabriella,Isole,Cannaregio,45.44211,12.33354,Entire home/apt,250,1,4,2018-09-15,0.17,3,246
18732342,Venice Experience,126941407,Nicola,Terraferma,San Lorenzo XXV Aprile,45.49107,12.25152,Entire home/apt,135,3,90,2019-04-24,4.32,4,163
18738918,Le Mansarde - deluxe,14232639,Stefano,Isole,Cannaregio,45.44332,12.32758,Private room,75,2,32,2019-04-16,1.38,2,323
18752666,"White Loft in Rialto, the heart of Venice",766256,Laura,Isole,San Polo,45.4395,12.33171,Entire home/apt,140,2,67,2019-04-25,2.82,2,293
18762068,LA CARBONA 2,24889853,Sandra,Isole,Castello,45.43967,12.34265,Entire home/apt,140,1,86,2019-03-31,3.65,6,339
18762547,Apartment Ca' Mocenigo - Venice 6 People,2634978,City Apartments,Isole,Santa Croce,45.44081,12.32969,Entire home/apt,320,3,0,,,109,253
18763199,LA CARBONA,24889853,Sandra,Isole,Castello,45.43902,12.34225,Entire home/apt,100,1,140,2019-04-19,5.97,6,325
18764757,Mestre Bella A Double Room 3,42052932,Bella,Terraferma,Piave 1860,45.48288,12.22933,Private room,45,1,181,2019-05-09,7.57,5,141
18767255,Palazzo Grassi and Accademia Bridge superb House,25384210,Helene,Isole,San Marco,45.43421,12.33065,Entire home/apt,99,2,21,2018-10-26,0.91,1,297
18769186,Venice shared room,128715197,Atik,Isole,Cannaregio,45.44705,12.33104,Shared room,30,1,60,2019-01-31,2.51,5,351
18773272,Ca' Domino apartment with  terrace city view,130637964,Marco,Isole,San Marco,45.43259,12.32958,Entire home/apt,250,3,22,2019-04-12,0.96,1,292
18781615,CA' GIORGIA VENICE APARTMENT WITH BALCONY,5862083,Silvia,Isole,Cannaregio,45.44031,12.33512,Entire home/apt,128,2,84,2019-04-25,3.51,25,254
18781939,TIA'S PLACE! 6PAX-2BATHS-GARDEN-CARPARKING-WIFI…,25192787,Mattia,Terraferma,Piave 1860,45.4908,12.23425,Entire home/apt,120,2,82,2019-04-24,3.56,1,41
18783147,Refined Apartment in a 16th-century Building,1363067,Uto,Isole,Cannaregio,45.44074,12.3361,Entire home/apt,170,3,65,2019-04-28,3.02,1,258
18783883,Testa d'Oro 4 - Beautiful City view,51021330,Francesco,Isole,San Marco,45.43748,12.33707,Entire home/apt,195,2,6,2019-03-22,0.33,4,218
18791120,"Nice Apartment Venice  all new,stay in your home",22184023,Giovanna E Tommy,Terraferma,Piave 1860,45.48427,12.23487,Entire home/apt,70,1,91,2019-04-23,4.03,1,175
18791270,Cozy flat  *self check-in*  near Miracoli Church,20732052,Elia,Isole,Cannaregio,45.4408,12.33966,Entire home/apt,98,1,198,2019-05-09,8.47,1,155
18797332,Venezia Ormesini4,21885006,Lisa,Isole,Cannaregio,45.44456,12.3269,Shared room,28,1,38,2019-04-25,2.47,7,327
18798969,Ca' Giulia - Biennale  - wifi free -,130542816,Matteo,Isole,Sant'Elena,45.42769,12.36297,Entire home/apt,75,3,59,2019-04-17,2.58,1,322
18804917,Nice apartment  in venice all new,14630026,Tommy&Giovanna,Terraferma,Piave 1860,45.48568,12.23555,Entire home/apt,500,2,1,2017-07-30,0.05,1,127
18808142,THE PAINTER FLAT IN SAN MARCO,128684296,Giovanna,Isole,San Marco,45.43545,12.33096,Entire home/apt,135,2,75,2019-05-10,4.23,1,148
18815189,A dream in Venice  2/5 guests Superhost,131004434,Elena,Isole,Santa Croce,45.44035,12.32817,Entire home/apt,99,3,62,2019-05-04,2.61,1,234
18820900,OLD MARKET APARTMENT,14357135,Rent It Venice,Isole,San Polo,45.43899,12.33378,Entire home/apt,70,1,30,2019-04-22,1.32,93,143
18822767,"Casa Giuliana: art, history and beautiful views",131057979,Marco,Isole,Castello,45.43067,12.35662,Entire home/apt,113,1,9,2019-04-16,0.82,1,188
18823113,Piano nobile a San Marco,26417983,Marco,Isole,Castello,45.43824,12.3383,Entire home/apt,120,2,92,2019-05-06,3.88,1,120
18827002,4Friends private room in heart of Venice,49180039,Mimi,Isole,San Marco,45.43253,12.33272,Private room,44,2,8,2018-03-14,0.36,4,0
18831176,Santo Stefano Accademia Apartment Venice,5862083,Silvia,Isole,San Marco,45.43355,12.32872,Entire home/apt,119,2,63,2019-04-05,2.64,25,187
18831422,Cà Stagna 1° Piano  - Vista Canale,131136314,Isabella,Isole,Dorsoduro,45.43244,12.32388,Entire home/apt,135,3,21,2019-04-29,0.88,2,309
18831853,Ampio appartamento a 50 metri dall'imbarcadero San Stae sul Canal Grande,6026434,Antonio,Isole,Santa Croce,45.44188,12.33002,Entire home/apt,205,3,50,2019-04-27,2.10,2,254
18835265,Venezia Ormesini 2,21885006,Lisa,Isole,Cannaregio,45.44419,12.32834,Shared room,25,1,52,2019-05-09,2.32,7,322
18835398,Venezia ormesini 3,21885006,Lisa,Isole,Cannaregio,45.44438,12.32681,Shared room,29,1,54,2019-04-19,2.55,7,337
18835410,Venezia Ormesini1,21885006,Lisa,Isole,Cannaregio,45.44405,12.32827,Shared room,25,1,99,2019-04-25,4.22,7,337
18841548,NEAR CASINO' free WIFI,10319031,Pier,Isole,Cannaregio,45.44261,12.33073,Entire home/apt,125,2,20,2019-01-01,0.86,5,352
18849668,Ca' Sansovino,131258655,Fabio,Isole,San Marco,45.43381,12.33051,Entire home/apt,140,1,2,2019-03-17,0.10,1,315
18866951,Ca Mae - Luxury Experience in Venice (green),131447529,Sandro,Isole,Dorsoduro,45.43373,12.32343,Entire home/apt,180,3,36,2019-03-09,1.51,3,307
18872817,Cà Stagna 2nd floor Flat - Canal view,131136314,Isabella,Isole,Dorsoduro,45.43261,12.32446,Entire home/apt,130,3,33,2019-05-02,1.40,2,280
18884860,Casa Eletta,55531875,Elena,Isole,Dorsoduro,45.43442,12.31803,Entire home/apt,120,2,44,2019-05-05,1.87,1,324
18885327,Ca' Virginia: living in the heart of Venice,9396268,Martina,Isole,San Marco,45.43594,12.33814,Entire home/apt,150,2,54,2019-04-03,2.29,1,104
18903312,Attico con terrazze ca' Maddalena,131736272,Franco,Isole,Cannaregio,45.44328,12.32949,Entire home/apt,229,3,28,2018-01-05,1.26,1,0
18904834,Terrazza,131746520,Ettore,Isole,Dorsoduro,45.43011,12.33397,Entire home/apt,130,3,3,2018-04-17,0.15,2,333
18905564,Celeste,131746520,Ettore,Isole,Dorsoduro,45.42998,12.332,Entire home/apt,130,3,2,2019-05-07,0.10,2,341
18907115,Luxury Palazzo Costa Vendramin,46528252,Alex,Isole,Cannaregio,45.44247,12.33408,Entire home/apt,105,1,214,2019-05-10,9.41,3,65
18911372,3 minutes to La Biennale and Arsenale,129468535,Lijin,Isole,Castello,45.43269,12.35032,Private room,65,1,68,2019-04-24,3.34,5,81
18914153,Ca' Cinzia Apartment,131575601,Cinzia,Isole,San Polo,45.43927,12.33408,Entire home/apt,200,3,29,2018-11-12,1.23,1,2
18921034,Ca' Arte & Laguna,131441154,Gianluca,Isole,Cannaregio,45.44305,12.32737,Entire home/apt,89,2,93,2019-04-26,4.01,1,275
18925006,VENICE STATION TOWER,14357135,Rent It Venice,Terraferma,Marghera,45.47996,12.22341,Entire home/apt,50,1,11,2019-04-27,0.47,93,11
18930321,Venice Share room,128715197,Atik,Isole,Cannaregio,45.44608,12.3323,Shared room,33,1,107,2019-04-05,4.49,5,350
18937668,Grazioso monolocale ai Giardini della Biennale,20939753,Annamaria,Isole,Castello,45.43062,12.35508,Entire home/apt,80,4,28,2019-05-09,1.31,1,261
18942075,"Venice 5015, bright stylish modern",132051429,Cristina,Isole,Castello,45.43534,12.3424,Entire home/apt,130,2,70,2019-05-02,3.30,2,270
18952145,"Penthouse Campo Bandiera e More, near St'Mark'sSq",7879981,Eugenio E Bruno,Isole,Castello,45.43511,12.34562,Entire home/apt,120,2,68,2019-05-06,2.87,4,0
18953962,L' Altra Venezia tra modernità e storicità,132157724,Mario E Giovanna,Isole,Giudecca,45.4244,12.32605,Entire home/apt,90,3,6,2018-10-26,0.29,1,198
18955430,"Venice Rental with Terrace, near Rialto, WIFI/AC",127712726,Viviana,Isole,San Polo,45.43864,12.32851,Entire home/apt,60,3,140,2019-04-05,5.97,2,40
18957346,APARTMENT IN FRONT OF FRARI CATHEDRAL,5395291,Beatrice,Isole,San Polo,45.43677,12.32645,Entire home/apt,142,2,80,2019-04-27,3.43,22,190
18958000,Welcome in a lovely house with free bikes,126750838,Cristina,Terraferma,Bissuola,45.50051,12.25631,Entire home/apt,70,2,71,2019-05-03,3.22,1,278
18959417,"Venezia  Mestre Appartamento ,GROUP and FRIENDS",91932961,Fabrizio,Terraferma,San Lorenzo XXV Aprile,45.49246,12.23077,Entire home/apt,41,2,84,2019-05-06,5.09,3,279
18960373,Casa Cannaregio,58152045,Jimmy,Isole,Cannaregio,45.44374,12.3307,Entire home/apt,101,1,216,2019-05-05,9.30,1,56
18968716,Cassa ALYSSA,132295055,Eleonora,Isole,Cannaregio,45.44636,12.32255,Entire home/apt,89,1,9,2019-05-06,0.41,2,310
18968972,Green Room,99514760,Mohamed,Isole,Cannaregio,45.44535,12.32532,Private room,80,1,119,2019-05-07,5.04,4,314
18972745,(Stnd) A soli 10 minuti da Venezia!,60599943,Villa Erica,Terraferma,Campalto,45.48872,12.2946,Private room,90,1,41,2019-04-21,1.80,3,339
18973688,Ca'Tolentini,132343261,Marina,Isole,Santa Croce,45.43757,12.32271,Entire home/apt,108,3,74,2019-04-26,3.20,1,161
18975563,Apartment R&D / Wi-Fi n' Free Parking,75469914,Ruby&David,Terraferma,Marghera Catene,45.47587,12.20613,Entire home/apt,55,1,129,2019-05-11,5.48,1,349
18985781,Venice Luxury Palace 6,104994977,My Ovatta Srl,Isole,San Polo,45.43856,12.33225,Entire home/apt,169,1,13,2019-03-17,1.34,62,301
18986743,RESIDENZA  GIOELI,45921101,Mosè,Terraferma,Gazzera,45.49519,12.22019,Entire home/apt,130,2,27,2019-04-27,1.18,1,163
18987792,(Tr) Vicini all'aeroporto e a 10 minuti da Venezia,60599943,Villa Erica,Terraferma,Campalto,45.4867,12.29536,Private room,106,1,6,2019-04-28,0.53,3,303
18994854,VeneziAmo apartment - heart of Venice,59678860,Martina,Isole,Santa Croce,45.43978,12.32817,Entire home/apt,123,2,102,2019-05-02,4.34,1,238
18996187,жилье в историческом центре Венеции,132513340,Olga,Isole,Castello,45.43978,12.34249,Entire home/apt,90,2,0,,,1,283
19003624,Gondolieri Roof Terrace,669047,Viewsonvenice,Isole,Dorsoduro,45.43055,12.32924,Entire home/apt,592,3,19,2019-03-18,0.97,68,223
19006935,SANT'ELENA GARDEN lovely 2 bedrooms,1438903,Barbara,Isole,Sant'Elena,45.4264,12.36142,Entire home/apt,174,4,1,2017-09-25,0.05,26,78
19008448,CA' SOL VIEWON CANAL GRANDE,98937849,Attilio,Isole,San Polo,45.43866,12.3358,Entire home/apt,86,2,9,2019-03-05,0.42,2,103
